city,city_ascii,state_abbr,state_name,county_name,country_name
Ruth,Ruth,NC,North Carolina,Rutherford,USA
Linden,Linden,IN,Indiana,Montgomery,USA
Michie,Michie,TN,Tennessee,McNairy,USA
Sturgeon Lake,Sturgeon Lake,MN,Minnesota,Pine,USA
Bland,Bland,VA,Virginia,Bland,USA
West Valley,West Valley,NY,New York,Cattaraugus,USA
Cane Beds,Cane Beds,AZ,Arizona,Mohave,USA
Ridgeway,Ridgeway,MO,Missouri,Harrison,USA
Buffalo Springs,Buffalo Springs,TX,Texas,Lubbock,USA
Peck,Peck,MI,Michigan,Sanilac,USA
Riverwood,Riverwood,KY,Kentucky,Jefferson,USA
Muir,Muir,PA,Pennsylvania,Schuylkill,USA
Key Colony Beach,Key Colony Beach,FL,Florida,Monroe,USA
Belt,Belt,MT,Montana,Cascade,USA
Ellsworth,Ellsworth,IA,Iowa,Hamilton,USA
Huntington,Huntington,AR,Arkansas,Sebastian,USA
Altamont,Altamont,PA,Pennsylvania,Schuylkill,USA
Palmyra,Palmyra,IL,Illinois,Macoupin,USA
Cape Royale,Cape Royale,TX,Texas,San Jacinto,USA
Churchtown,Churchtown,PA,Pennsylvania,Lancaster,USA
Lucas,Lucas,OH,Ohio,Richland,USA
Annetta North,Annetta North,TX,Texas,Parker,USA
O'Donnell,O'Donnell,TX,Texas,Lynn,USA
Town of Pines,Town of Pines,IN,Indiana,Porter,USA
Stephen,Stephen,MN,Minnesota,Marshall,USA
Ranburne,Ranburne,AL,Alabama,Cleburne,USA
K-Bar Ranch,K-Bar Ranch,TX,Texas,Jim Wells,USA
Fairview Crossroads,Fairview Crossroads,SC,South Carolina,Lexington,USA
Strasburg,Strasburg,ND,North Dakota,Emmons,USA
Lake,Lake,MS,Mississippi,Newton,USA
Lakehead,Lakehead,CA,California,Shasta,USA
Round Valley,Round Valley,CA,California,Inyo,USA
Wasco,Wasco,OR,Oregon,Sherman,USA
Oakland,Oakland,PA,Pennsylvania,Susquehanna,USA
Fairview,Fairview,OR,Oregon,Tillamook,USA
Pioneer,Pioneer,LA,Louisiana,West Carroll,USA
Mowrystown,Mowrystown,OH,Ohio,Highland,USA
Garner,Garner,TX,Texas,Parker,USA
Sacred Heart,Sacred Heart,MN,Minnesota,Renville,USA
Withee,Withee,WI,Wisconsin,Clark,USA
Mark,Mark,IL,Illinois,Putnam,USA
Wrightstown,Wrightstown,NJ,New Jersey,Burlington,USA
Coopers Plains,Coopers Plains,NY,New York,Steuben,USA
Marysvale,Marysvale,UT,Utah,Piute,USA
Butlertown,Butlertown,MD,Maryland,Kent,USA
Noonday,Noonday,TX,Texas,Smith,USA
Stamford,Stamford,VT,Vermont,Bennington,USA
Eckhart Mines,Eckhart Mines,MD,Maryland,Allegany,USA
Fruitland,Fruitland,NM,New Mexico,San Juan,USA
Cookstown,Cookstown,NJ,New Jersey,Burlington,USA
Pittman Center,Pittman Center,TN,Tennessee,Sevier,USA
Hawkeye,Hawkeye,IA,Iowa,Fayette,USA
Emery,Emery,UT,Utah,Emery,USA
South Boardman,South Boardman,MI,Michigan,Kalkaska,USA
Gem Lake,Gem Lake,MN,Minnesota,Ramsey,USA
Irene,Irene,SD,South Dakota,Turner,USA
Matewan,Matewan,WV,West Virginia,Mingo,USA
Warrens,Warrens,WI,Wisconsin,Monroe,USA
Beaver Creek,Beaver Creek,MD,Maryland,Washington,USA
Cosby,Cosby,TN,Tennessee,Cocke,USA
South La Paloma,South La Paloma,TX,Texas,Jim Wells,USA
Kilmichael,Kilmichael,MS,Mississippi,Montgomery,USA
Millsap,Millsap,TX,Texas,Parker,USA
Stanwood,Stanwood,IA,Iowa,Cedar,USA
Harbor Hills,Harbor Hills,NY,New York,Nassau,USA
Glen Elder,Glen Elder,KS,Kansas,Mitchell,USA
Winside,Winside,NE,Nebraska,Wayne,USA
Keithsburg,Keithsburg,IL,Illinois,Mercer,USA
Collins,Collins,GA,Georgia,Tattnall,USA
Van Lear,Van Lear,KY,Kentucky,Johnson,USA
Kaleva,Kaleva,MI,Michigan,Manistee,USA
Naturita,Naturita,CO,Colorado,Montrose,USA
Cantua Creek,Cantua Creek,CA,California,Fresno,USA
Big Water,Big Water,UT,Utah,Kane,USA
Pe Ell,Pe Ell,WA,Washington,Lewis,USA
Spring Bay,Spring Bay,IL,Illinois,Woodford,USA
Saxtons River,Saxtons River,VT,Vermont,Windham,USA
Galien,Galien,MI,Michigan,Berrien,USA
Hackneyville,Hackneyville,AL,Alabama,Tallapoosa,USA
Altona,Altona,IL,Illinois,Knox,USA
Kennard,Kennard,IN,Indiana,Henry,USA
Cement,Cement,OK,Oklahoma,Caddo,USA
Chippewa Park,Chippewa Park,OH,Ohio,Logan,USA
Van Voorhis,Van Voorhis,PA,Pennsylvania,Washington,USA
Naselle,Naselle,WA,Washington,Pacific,USA
Republic,Republic,OH,Ohio,Seneca,USA
South Dayton,South Dayton,NY,New York,Cattaraugus,USA
Fairfield,Fairfield,ID,Idaho,Camas,USA
Plainview,Plainview,CA,California,Tulare,USA
Leon,Leon,KS,Kansas,Butler,USA
Wurtsboro Hills,Wurtsboro Hills,NY,New York,Sullivan,USA
Rockleigh,Rockleigh,NJ,New Jersey,Bergen,USA
Mount Carbon,Mount Carbon,WV,West Virginia,Fayette,USA
Royal,Royal,IA,Iowa,Clay,USA
Chalmers,Chalmers,IN,Indiana,White,USA
Powellton,Powellton,WV,West Virginia,Fayette,USA
Mora,Mora,NM,New Mexico,Mora,USA
Winburne,Winburne,PA,Pennsylvania,Clearfield,USA
Rices Landing,Rices Landing,PA,Pennsylvania,Greene,USA
Ashton,Ashton,IA,Iowa,Osceola,USA
Arley,Arley,AL,Alabama,Winston,USA
New Salisbury,New Salisbury,IN,Indiana,Harrison,USA
Renningers,Renningers,PA,Pennsylvania,Schuylkill,USA
Mount Charleston,Mount Charleston,NV,Nevada,Clark,USA
Firth,Firth,NE,Nebraska,Lancaster,USA
Hatfield,Hatfield,AR,Arkansas,Polk,USA
Matthews,Matthews,IN,Indiana,Grant,USA
Rosslyn Farms,Rosslyn Farms,PA,Pennsylvania,Allegheny,USA
Malverne Park Oaks,Malverne Park Oaks,NY,New York,Nassau,USA
Schulter,Schulter,OK,Oklahoma,Okmulgee,USA
Ravia,Ravia,OK,Oklahoma,Johnston,USA
Livingston,Livingston,WI,Wisconsin,Grant,USA
Rowes Run,Rowes Run,PA,Pennsylvania,Fayette,USA
South Vienna,South Vienna,OH,Ohio,Clark,USA
Agency,Agency,IA,Iowa,Wapello,USA
Holland,Holland,IN,Indiana,Dubois,USA
Murchison,Murchison,TX,Texas,Henderson,USA
Ellerslie,Ellerslie,MD,Maryland,Allegany,USA
Callery,Callery,PA,Pennsylvania,Butler,USA
Highland Lake,Highland Lake,AL,Alabama,Blount,USA
Mud Lake,Mud Lake,ID,Idaho,Jefferson,USA
Juniata Gap,Juniata Gap,PA,Pennsylvania,Blair,USA
Lakeview,Lakeview,MS,Mississippi,DeSoto,USA
Elaine,Elaine,AR,Arkansas,Phillips,USA
Newdale,Newdale,ID,Idaho,Fremont,USA
Sharon,Sharon,SC,South Carolina,York,USA
Stanhope,Stanhope,IA,Iowa,Hamilton,USA
Grimes,Grimes,AL,Alabama,Dale,USA
Pangburn,Pangburn,AR,Arkansas,White,USA
Vienna Center,Vienna Center,OH,Ohio,Trumbull,USA
Wauneta,Wauneta,NE,Nebraska,Chase,USA
Parkton,Parkton,NC,North Carolina,Robeson,USA
Pinehurst,Pinehurst,GA,Georgia,Dooly,USA
Pittsburg,Pittsburg,IL,Illinois,Williamson,USA
Perdido,Perdido,AL,Alabama,Baldwin,USA
Sherman,Sherman,MS,Mississippi,Pontotoc,USA
Cassadaga,Cassadaga,NY,New York,Chautauqua,USA
North Woodstock,North Woodstock,NH,New Hampshire,Grafton,USA
Gloucester,Gloucester,NC,North Carolina,Carteret,USA
Trapper Creek,Trapper Creek,AK,Alaska,Matanuska-Susitna,USA
Hartley,Hartley,TX,Texas,Hartley,USA
Montrose,Montrose,SD,South Dakota,McCook,USA
De Valls Bluff,De Valls Bluff,AR,Arkansas,Prairie,USA
Belleville,Belleville,AR,Arkansas,Yell,USA
Lahoma,Lahoma,OK,Oklahoma,Garfield,USA
Tampico,Tampico,WA,Washington,Yakima,USA
Declo,Declo,ID,Idaho,Cassia,USA
Strasburg,Strasburg,IL,Illinois,Shelby,USA
New Virginia,New Virginia,IA,Iowa,Warren,USA
Gould,Gould,AR,Arkansas,Lincoln,USA
Fair Bluff,Fair Bluff,NC,North Carolina,Columbus,USA
Adams,Adams,NE,Nebraska,Gage,USA
Nisqually Indian Community,Nisqually Indian Community,WA,Washington,Thurston,USA
So-Hi,So-Hi,AZ,Arizona,Mohave,USA
Franklin,Franklin,MN,Minnesota,Renville,USA
Cayuga,Cayuga,NY,New York,Cayuga,USA
Bradford,Bradford,AR,Arkansas,White,USA
Cross Roads,Cross Roads,PA,Pennsylvania,York,USA
Lenzburg,Lenzburg,IL,Illinois,St. Clair,USA
Atlantic Mine,Atlantic Mine,MI,Michigan,Houghton,USA
Butler,Butler,KY,Kentucky,Pendleton,USA
Sicily Island,Sicily Island,LA,Louisiana,Catahoula,USA
Ropesville,Ropesville,TX,Texas,Hockley,USA
Plymouth,Plymouth,IL,Illinois,Hancock,USA
Dorrington,Dorrington,CA,California,Calaveras,USA
Cold Springs,Cold Springs,CA,California,El Dorado,USA
Fields Landing,Fields Landing,CA,California,Humboldt,USA
South Philipsburg,South Philipsburg,PA,Pennsylvania,Centre,USA
Carney,Carney,OK,Oklahoma,Lincoln,USA
Lowell,Lowell,OH,Ohio,Washington,USA
Evening Shade,Evening Shade,OK,Oklahoma,Sequoyah,USA
North La Junta,North La Junta,CO,Colorado,Otero,USA
Yelvington,Yelvington,KY,Kentucky,Daviess,USA
Cuyamungue,Cuyamungue,NM,New Mexico,Santa Fe,USA
Beech Bluff,Beech Bluff,TN,Tennessee,Madison,USA
Windsor Heights,Windsor Heights,WV,West Virginia,Brooke,USA
Greenwood,Greenwood,NE,Nebraska,Cass,USA
Mallow,Mallow,VA,Virginia,Alleghany,USA
Pewamo,Pewamo,MI,Michigan,Ionia,USA
Buda,Buda,IL,Illinois,Bureau,USA
Loch Lynn Heights,Loch Lynn Heights,MD,Maryland,Garrett,USA
Dobbins,Dobbins,CA,California,Yuba,USA
Deary,Deary,ID,Idaho,Latah,USA
Lakeville,Lakeville,NY,New York,Livingston,USA
West Alton,West Alton,MO,Missouri,St. Charles,USA
Toomsboro,Toomsboro,GA,Georgia,Wilkinson,USA
Bucoda,Bucoda,WA,Washington,Thurston,USA
Pumpkin Center,Pumpkin Center,CA,California,Kern,USA
Groton Long Point,Groton Long Point,CT,Connecticut,Southeastern Connecticut,USA
Basalt,Basalt,ID,Idaho,Bingham,USA
Fall River Mills,Fall River Mills,CA,California,Shasta,USA
Fletcher,Fletcher,OH,Ohio,Miami,USA
Oakwood,Oakwood,TX,Texas,Leon,USA
Tull,Tull,AR,Arkansas,Grant,USA
Ipava,Ipava,IL,Illinois,Fulton,USA
Bismarck,Bismarck,IL,Illinois,Vermilion,USA
Center,Center,ND,North Dakota,Oliver,USA
Tryon,Tryon,OK,Oklahoma,Lincoln,USA
New Melle,New Melle,MO,Missouri,St. Charles,USA
Pennock,Pennock,MN,Minnesota,Kandiyohi,USA
Floyd,Floyd,VA,Virginia,Floyd,USA
Calhan,Calhan,CO,Colorado,El Paso,USA
Hampton,Hampton,MN,Minnesota,Dakota,USA
Union Star,Union Star,MO,Missouri,DeKalb,USA
Lorain,Lorain,PA,Pennsylvania,Cambria,USA
Clarksville,Clarksville,OH,Ohio,Clinton,USA
Mount Aetna,Mount Aetna,PA,Pennsylvania,Berks,USA
Greens Fork,Greens Fork,IN,Indiana,Wayne,USA
Craigmont,Craigmont,ID,Idaho,Lewis,USA
Cousins Island,Cousins Island,ME,Maine,Cumberland,USA
Mecosta,Mecosta,MI,Michigan,Mecosta,USA
Cadyville,Cadyville,NY,New York,Clinton,USA
Tioga,Tioga,WV,West Virginia,Nicholas,USA
Robinson,Robinson,PA,Pennsylvania,Indiana,USA
Cactus Forest,Cactus Forest,AZ,Arizona,Pinal,USA
Smithton,Smithton,MO,Missouri,Pettis,USA
Dexter,Dexter,KS,Kansas,Cowley,USA
Barlow,Barlow,KY,Kentucky,Ballard,USA
Cedar Valley,Cedar Valley,OK,Oklahoma,Logan,USA
Buffalo Gap,Buffalo Gap,TX,Texas,Taylor,USA
Falmouth,Falmouth,PA,Pennsylvania,Lancaster,USA
Thompsonville,Thompsonville,MI,Michigan,Benzie,USA
Karnak,Karnak,IL,Illinois,Pulaski,USA
Eau Claire,Eau Claire,MI,Michigan,Berrien,USA
Pleasant Valley,Pleasant Valley,AK,Alaska,Fairbanks North Star,USA
Fowler,Fowler,KS,Kansas,Meade,USA
Kauneonga Lake,Kauneonga Lake,NY,New York,Sullivan,USA
Coulee City,Coulee City,WA,Washington,Grant,USA
Phillipsburg,Phillipsburg,GA,Georgia,Tift,USA
North Tunica,North Tunica,MS,Mississippi,Tunica,USA
West Woodstock,West Woodstock,VT,Vermont,Windsor,USA
Turah,Turah,MT,Montana,Missoula,USA
Bell,Bell,FL,Florida,Gilchrist,USA
Grannis,Grannis,AR,Arkansas,Polk,USA
Sautee-Nacoochee,Sautee-Nacoochee,GA,Georgia,White,USA
Mole Lake,Mole Lake,WI,Wisconsin,Forest,USA
Danforth,Danforth,ME,Maine,Washington,USA
Conejo,Conejo,NM,New Mexico,Santa Fe,USA
Burt,Burt,IA,Iowa,Kossuth,USA
Matthews,Matthews,MO,Missouri,New Madrid,USA
Yakutat,Yakutat,AK,Alaska,Yakutat,USA
Hilda,Hilda,SC,South Carolina,Barnwell,USA
Scotch Meadows,Scotch Meadows,NC,North Carolina,Scotland,USA
Woodland,Woodland,UT,Utah,Summit,USA
Endeavor,Endeavor,WI,Wisconsin,Marquette,USA
Humeston,Humeston,IA,Iowa,Wayne,USA
Mount Blanchard,Mount Blanchard,OH,Ohio,Hancock,USA
Woodland,Woodland,MN,Minnesota,Hennepin,USA
Blaine,Blaine,OH,Ohio,Belmont,USA
Deseret,Deseret,UT,Utah,Millard,USA
Napier Field,Napier Field,AL,Alabama,Dale,USA
Balmorhea,Balmorhea,TX,Texas,Reeves,USA
Schenevus,Schenevus,NY,New York,Otsego,USA
Riverbend,Riverbend,MT,Montana,Mineral,USA
Silas,Silas,AL,Alabama,Choctaw,USA
Clearview,Clearview,WV,West Virginia,Ohio,USA
Millers Lake,Millers Lake,MI,Michigan,Lapeer,USA
Exeter,Exeter,NE,Nebraska,Fillmore,USA
Ketchum,Ketchum,OK,Oklahoma,Craig,USA
Oacoma,Oacoma,SD,South Dakota,Lyman,USA
New Hampshire,New Hampshire,OH,Ohio,Auglaize,USA
Kennedy,Kennedy,AL,Alabama,Lamar,USA
Knapp,Knapp,WI,Wisconsin,Dunn,USA
Richmond,Richmond,KS,Kansas,Franklin,USA
Ringwood,Ringwood,OK,Oklahoma,Major,USA
Excel,Excel,AL,Alabama,Monroe,USA
Hamilton Branch,Hamilton Branch,CA,California,Plumas,USA
Dunlo,Dunlo,PA,Pennsylvania,Cambria,USA
Rothsay,Rothsay,MN,Minnesota,Wilkin,USA
Hartford,Hartford,AR,Arkansas,Sebastian,USA
Meadow Bridge,Meadow Bridge,WV,West Virginia,Fayette,USA
Bailey,Bailey,NC,North Carolina,Nash,USA
Protection,Protection,KS,Kansas,Comanche,USA
Calhoun,Calhoun,TN,Tennessee,McMinn,USA
Heart Butte,Heart Butte,MT,Montana,Pondera,USA
Outlook,Outlook,WA,Washington,Yakima,USA
South Bethany,South Bethany,DE,Delaware,Sussex,USA
Star Harbor,Star Harbor,TX,Texas,Henderson,USA
Lamont,Lamont,IA,Iowa,Buchanan,USA
Clintonville,Clintonville,PA,Pennsylvania,Venango,USA
Canton,Canton,OK,Oklahoma,Blaine,USA
Bear Creek,Bear Creek,TX,Texas,Hays,USA
Sorento,Sorento,IL,Illinois,Bond,USA
Kirkwood,Kirkwood,PA,Pennsylvania,Lancaster,USA
Round Valley,Round Valley,AZ,Arizona,Gila,USA
Sandersville,Sandersville,MS,Mississippi,Jones,USA
Pueblo Nuevo,Pueblo Nuevo,TX,Texas,Webb,USA
Sugar Mountain,Sugar Mountain,NC,North Carolina,Avery,USA
Irvington,Irvington,VA,Virginia,Lancaster,USA
Gilt Edge,Gilt Edge,TN,Tennessee,Tipton,USA
Placedo,Placedo,TX,Texas,Victoria,USA
Boulevard,Boulevard,CA,California,San Diego,USA
Buchanan Lake Village,Buchanan Lake Village,TX,Texas,Llano,USA
Shoreham,Shoreham,NY,New York,Suffolk,USA
Swink,Swink,CO,Colorado,Otero,USA
Cross Hill,Cross Hill,SC,South Carolina,Laurens,USA
Shubuta,Shubuta,MS,Mississippi,Clarke,USA
Turtle Lake,Turtle Lake,ND,North Dakota,McLean,USA
Reo,Reo,IN,Indiana,Spencer,USA
El Portal,El Portal,CA,California,Mariposa,USA
Gardner,Gardner,FL,Florida,Hardee,USA
Nazlini,Nazlini,AZ,Arizona,Apache,USA
Patten,Patten,ME,Maine,Penobscot,USA
Webster,Webster,NC,North Carolina,Jackson,USA
Norwood,Norwood,IL,Illinois,Peoria,USA
Brooks,Brooks,OR,Oregon,Marion,USA
Popponesset,Popponesset,MA,Massachusetts,Barnstable,USA
Gasburg,Gasburg,VA,Virginia,Brunswick,USA
Ruffin,Ruffin,NC,North Carolina,Rockingham,USA
Bergholz,Bergholz,OH,Ohio,Jefferson,USA
Schall Circle,Schall Circle,FL,Florida,Palm Beach,USA
Taylor Corners,Taylor Corners,CT,Connecticut,Western Connecticut,USA
Oxford,Oxford,WI,Wisconsin,Marquette,USA
South Mansfield,South Mansfield,LA,Louisiana,De Soto,USA
Mountain View,Mountain View,CO,Colorado,Jefferson,USA
Williamsfield,Williamsfield,IL,Illinois,Knox,USA
Center Ossipee,Center Ossipee,NH,New Hampshire,Carroll,USA
Mountain Lakes,Mountain Lakes,NH,New Hampshire,Grafton,USA
Redfield,Redfield,TX,Texas,Nacogdoches,USA
Higgins,Higgins,TX,Texas,Lipscomb,USA
Coyote Acres,Coyote Acres,TX,Texas,Jim Wells,USA
Lodge Grass,Lodge Grass,MT,Montana,Big Horn,USA
Delhi,Delhi,IA,Iowa,Delaware,USA
Throckmorton,Throckmorton,TX,Texas,Throckmorton,USA
Briarcliffe Acres,Briarcliffe Acres,SC,South Carolina,Horry,USA
Akins,Akins,OK,Oklahoma,Sequoyah,USA
Kingstown,Kingstown,NC,North Carolina,Cleveland,USA
Cawood,Cawood,KY,Kentucky,Harlan,USA
Argyle,Argyle,MN,Minnesota,Marshall,USA
Avon,Avon,UT,Utah,Cache,USA
Cecilia,Cecilia,KY,Kentucky,Hardin,USA
Costilla,Costilla,NM,New Mexico,Taos,USA
Tuppers Plains,Tuppers Plains,OH,Ohio,Meigs,USA
Shaftsburg,Shaftsburg,MI,Michigan,Shiawassee,USA
Salesville,Salesville,AR,Arkansas,Baxter,USA
Point Comfort,Point Comfort,TX,Texas,Calhoun,USA
Milan,Milan,MN,Minnesota,Chippewa,USA
Hornbeak,Hornbeak,TN,Tennessee,Obion,USA
Tushka,Tushka,OK,Oklahoma,Atoka,USA
Big Run,Big Run,PA,Pennsylvania,Jefferson,USA
La Paz,La Paz,IN,Indiana,Marshall,USA
Wampum,Wampum,PA,Pennsylvania,Lawrence,USA
Sheppton,Sheppton,PA,Pennsylvania,Schuylkill,USA
Siracusaville,Siracusaville,LA,Louisiana,St. Mary,USA
Snow Lake,Snow Lake,IN,Indiana,Steuben,USA
De Soto,De Soto,WI,Wisconsin,Vernon,USA
Grampian,Grampian,PA,Pennsylvania,Clearfield,USA
Bradley,Bradley,AR,Arkansas,Lafayette,USA
Pine Haven,Pine Haven,WY,Wyoming,Crook,USA
Brimhall Nizhoni,Brimhall Nizhoni,NM,New Mexico,McKinley,USA
Bellefonte,Bellefonte,AR,Arkansas,Boone,USA
Soso,Soso,MS,Mississippi,Jones,USA
Leola,Leola,AR,Arkansas,Grant,USA
Brockton,Brockton,MT,Montana,Roosevelt,USA
Cowan,Cowan,CA,California,Stanislaus,USA
Carlton,Carlton,MT,Montana,Missoula,USA
Foyil,Foyil,OK,Oklahoma,Rogers,USA
Saint Benedict,Saint Benedict,PA,Pennsylvania,Cambria,USA
Enfield,Enfield,IL,Illinois,White,USA
Tucker,Tucker,MS,Mississippi,Neshoba,USA
Beacon,Beacon,IA,Iowa,Mahaska,USA
Centralhatchee,Centralhatchee,GA,Georgia,Heard,USA
Hull,Hull,IL,Illinois,Pike,USA
Big Chimney,Big Chimney,WV,West Virginia,Kanawha,USA
Zeb,Zeb,OK,Oklahoma,Cherokee,USA
Pine Brook Hill,Pine Brook Hill,CO,Colorado,Boulder,USA
Sabattus,Sabattus,ME,Maine,Androscoggin,USA
El Centro Naval Air Facility,El Centro Naval Air Facility,CA,California,Imperial,USA
Dodd City,Dodd City,TX,Texas,Fannin,USA
Loyall,Loyall,KY,Kentucky,Harlan,USA
Hawk Run,Hawk Run,PA,Pennsylvania,Clearfield,USA
Sequatchie,Sequatchie,TN,Tennessee,Marion,USA
Dayton,Dayton,ID,Idaho,Franklin,USA
Prairiewood Village,Prairiewood Village,SD,South Dakota,Brown,USA
Centralia,Centralia,KS,Kansas,Nemaha,USA
Montrose Manor,Montrose Manor,PA,Pennsylvania,Berks,USA
West Farmington,West Farmington,OH,Ohio,Trumbull,USA
Caroga Lake,Caroga Lake,NY,New York,Fulton,USA
Nesika Beach,Nesika Beach,OR,Oregon,Curry,USA
Upper Santan Village,Upper Santan Village,AZ,Arizona,Pinal,USA
Simms,Simms,OK,Oklahoma,Muskogee,USA
Niangua,Niangua,MO,Missouri,Webster,USA
Bokchito,Bokchito,OK,Oklahoma,Bryan,USA
Tangipahoa,Tangipahoa,LA,Louisiana,Tangipahoa,USA
Beverly Hills,Beverly Hills,MO,Missouri,St. Louis,USA
Gage,Gage,OK,Oklahoma,Ellis,USA
Del Muerto,Del Muerto,AZ,Arizona,Apache,USA
San Ygnacio,San Ygnacio,TX,Texas,Zapata,USA
Dubois,Dubois,ID,Idaho,Clark,USA
Pueblo of Sandia Village,Pueblo of Sandia Village,NM,New Mexico,Sandoval,USA
Between,Between,GA,Georgia,Walton,USA
Rayland,Rayland,OH,Ohio,Jefferson,USA
Warner,Warner,SD,South Dakota,Brown,USA
Rose Bud,Rose Bud,AR,Arkansas,White,USA
Henderson,Henderson,AR,Arkansas,Baxter,USA
Stanton,Stanton,TN,Tennessee,Haywood,USA
Bancroft,Bancroft,KY,Kentucky,Jefferson,USA
Moscow,Moscow,IA,Iowa,Muscatine,USA
Uvalda,Uvalda,GA,Georgia,Montgomery,USA
Pillager,Pillager,MN,Minnesota,Cass,USA
El Paso,El Paso,AR,Arkansas,White,USA
Corning,Corning,OH,Ohio,Perry,USA
Beaver City,Beaver City,NE,Nebraska,Furnas,USA
Lohrville,Lohrville,WI,Wisconsin,Waushara,USA
Hot Springs,Hot Springs,NC,North Carolina,Madison,USA
Arivaca,Arivaca,AZ,Arizona,Pima,USA
Newell,Newell,SD,South Dakota,Butte,USA
Benton,Benton,PA,Pennsylvania,Columbia,USA
Colver,Colver,PA,Pennsylvania,Cambria,USA
Meadville,Meadville,MO,Missouri,Linn,USA
Prado Verde,Prado Verde,TX,Texas,El Paso,USA
Burnsville,Burnsville,WV,West Virginia,Braxton,USA
Sylvan Hills,Sylvan Hills,PA,Pennsylvania,Blair,USA
Hampton,Hampton,NE,Nebraska,Hamilton,USA
Baileyton,Baileyton,TN,Tennessee,Greene,USA
Burdett,Burdett,NY,New York,Schuyler,USA
Westphalia,Westphalia,MO,Missouri,Osage,USA
Arnot,Arnot,PA,Pennsylvania,Tioga,USA
Silverton,Silverton,TX,Texas,Briscoe,USA
Maple Ridge,Maple Ridge,OH,Ohio,Mahoning,USA
Roberts,Roberts,IL,Illinois,Ford,USA
Warrior Run,Warrior Run,PA,Pennsylvania,Luzerne,USA
Huntsville,Huntsville,UT,Utah,Weber,USA
Rudolph,Rudolph,WI,Wisconsin,Wood,USA
Bethpage,Bethpage,TN,Tennessee,Sumner,USA
Collins,Collins,IA,Iowa,Story,USA
Finley,Finley,TN,Tennessee,Dyer,USA
Strong City,Strong City,KS,Kansas,Chase,USA
Uniontown,Uniontown,KS,Kansas,Bourbon,USA
Lester,Lester,WV,West Virginia,Raleigh,USA
Weissport,Weissport,PA,Pennsylvania,Carbon,USA
Granada,Granada,CO,Colorado,Prowers,USA
Wilsonville,Wilsonville,IL,Illinois,Macoupin,USA
Spring Grove,Spring Grove,IN,Indiana,Wayne,USA
East Nassau,East Nassau,NY,New York,Rensselaer,USA
East Fork,East Fork,AZ,Arizona,Navajo,USA
Oden,Oden,MI,Michigan,Emmet,USA
Laura,Laura,OH,Ohio,Miami,USA
Cass Lake,Cass Lake,MN,Minnesota,Cass,USA
Leedey,Leedey,OK,Oklahoma,Dewey,USA
Fairgrove,Fairgrove,MI,Michigan,Tuscola,USA
Philip,Philip,SD,South Dakota,Haakon,USA
Scammon Bay,Scammon Bay,AK,Alaska,Kusilvak,USA
Barnum,Barnum,MN,Minnesota,Carlton,USA
Wesley,Wesley,AR,Arkansas,Madison,USA
Encampment,Encampment,WY,Wyoming,Carbon,USA
Giltner,Giltner,NE,Nebraska,Hamilton,USA
Nordheim,Nordheim,TX,Texas,DeWitt,USA
Sun,Sun,LA,Louisiana,St. Tammany,USA
Longville,Longville,LA,Louisiana,Beauregard,USA
Newell,Newell,CA,California,Modoc,USA
New Hamilton,New Hamilton,MS,Mississippi,Monroe,USA
Arlington,Arlington,IN,Indiana,Rush,USA
Allendale,Allendale,IL,Illinois,Wabash,USA
Lind,Lind,WA,Washington,Adams,USA
Dennehotso,Dennehotso,AZ,Arizona,Apache,USA
Marshallton,Marshallton,PA,Pennsylvania,Chester,USA
Lyle,Lyle,MN,Minnesota,Mower,USA
Pluckemin,Pluckemin,NJ,New Jersey,Somerset,USA
Norway,Norway,IA,Iowa,Benton,USA
Kreamer,Kreamer,PA,Pennsylvania,Snyder,USA
Fountain,Fountain,MN,Minnesota,Fillmore,USA
Leslie,Leslie,GA,Georgia,Sumter,USA
Williston,Williston,TN,Tennessee,Fayette,USA
Clayhatchee,Clayhatchee,AL,Alabama,Dale,USA
Snook,Snook,TX,Texas,Burleson,USA
Echo,Echo,LA,Louisiana,Rapides,USA
Masontown,Masontown,WV,West Virginia,Preston,USA
Vincentown,Vincentown,NJ,New Jersey,Burlington,USA
Ualapue,Ualapue,HI,Hawaii,Maui,USA
Ila,Ila,GA,Georgia,Madison,USA
Ottertail,Ottertail,MN,Minnesota,Otter Tail,USA
Lyons,Lyons,PA,Pennsylvania,Berks,USA
Hanna,Hanna,IN,Indiana,LaPorte,USA
Pleasant Groves,Pleasant Groves,AL,Alabama,Jackson,USA
Lisman,Lisman,AL,Alabama,Choctaw,USA
Quilcene,Quilcene,WA,Washington,Jefferson,USA
Lewisville,Lewisville,ID,Idaho,Jefferson,USA
Hillsdale,Hillsdale,IL,Illinois,Rock Island,USA
Ooltewah,Ooltewah,TN,Tennessee,Hamilton,USA
Charter Oak,Charter Oak,IA,Iowa,Crawford,USA
Davenport Center,Davenport Center,NY,New York,Delaware,USA
Bertha,Bertha,MN,Minnesota,Todd,USA
San Pierre,San Pierre,IN,Indiana,Starke,USA
Shipman,Shipman,VA,Virginia,Nelson,USA
Bentley,Bentley,KS,Kansas,Sedgwick,USA
Wayland,Wayland,MO,Missouri,Clark,USA
Danube,Danube,MN,Minnesota,Renville,USA
Burkeville,Burkeville,VA,Virginia,Nottoway,USA
Four Lakes,Four Lakes,WA,Washington,Spokane,USA
